来源,时间,公司规模,英文名字,中文名字,公司简称,法人,成立日期,注册资本(万元）,联系人,联系人职位,职位名称,最低工资,最高工资,工资范围,招人数,工作经验 （年数）,学历要求,行业,公司经营地址,经营范围
58Job,2021-08-09,50-99人,,深圳市莱蒙斯电子商务有限公司,莱蒙斯,颜志翔,2016-05-26,100万人民币,,,外贸运营助理,6000,10000,6000-10000元/月,招2人,经验不限,学历不限,其他行业,深圳宝安翻身路华创达中心商务大厦F313至315室,一般经营项目是：经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；化妆品、清洁用品、日用百货、卫生用品、成人用品、家居用品、电子产品、数码产品、手机及电脑周边配件的技术开发和销售；玩具、办公用品、户外运动用品、服装、鞋帽、首饰、手表、眼镜（不含隐形眼镜）、工艺礼品的销售，国内贸易；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市安厦重工有限公司,安厦重工,杨伟玲,2015-05-07,2000万人民币,,,外贸业务员8K-10K,8000,15000,8000-15000元/月,招3人,经验不限,大专,钢铁/机械/设备/重工,深圳市宝安区石岩街道石龙仔石环路金马大厦安厦D栋4楼,一般经营项目是：机械式停车设备的设计、研发、租赁及销售；智能车行及人行通道、一卡通系统的研发及销售；交通设施、地坪漆工程施工，钢构件、门窗、五金配件、钢材及金属材料（不含废旧金属）的销售；房屋租赁；园林机械、电动修枝剪销售。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外；涉及行政许可的，须取得行政许可文件后方可经营）货物及技术的进出口业务，许可经营项目是：智能车行及人行通道、一卡通系统的生产；钢构件、门窗、五金配件、钢材及金属材料（不含废旧金属）的生产、加工；园林机械、电动修枝剪加工、生产
58Job,2021-08-09,1-49人,,深圳市精诚致远科技有限公司,精诚致远科技,罗艳萍,2016-06-12,100万人民币,,,外贸业务员,,,薪资面议,招10人,经验不限,大专,电子技术/半导体/集成电路,深圳宝安新安35区塘坊花园一巷,一般经营项目是：电子产品、安防监控产品、数码产品、智能家居用品、LED产品、移动电源、通讯产品、五金配件、工艺礼品、珠宝首饰，服饰鞋帽、箱包、 SMT设备及配件、手机和电脑周边产品的研发与销售，国内贸易，货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市杜科实业有限公司,杜科实业,王利聪,2016-12-16,50万人民币,,,急聘外贸助理（双休）,5000,10000,5000-10000元/月,招3人,经验不限,大专,贸易/进出口+陶瓷卫浴+批发/零售,深圳宝安沙井步涌大润科技大厦8411,一般经营项目是：经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；家居用品、水暖卫浴、五金制品、家居建材产品、五金工具、电子产品、家电用品、休闲运动产品、景观工艺品、计算机数码产品及其周边配件的研发与销售；陶瓷制品、机电设备及配件、机械产品、电工器材、塑胶产品的设计与销售；日用口罩、医用口罩、医用酒精、防护镜、防护服、橡胶手套、体温计、额温枪、消毒液、喷雾器具、洗手液的销售；二类医疗器械的销售；经济信息咨询（不含信托、证券、期货、保险及它金融业务）；国内贸易，货物及货物进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市银河系科技有限公司,新金科,代世梅,2011-08-15,50万人民币,,,外贸专员/助理,4500,9000,4500-9000元/月,招8人,经验不限,学历不限,计算机硬件,广东省深圳市福田区彩田南路彩虹大厦8A,一般经营项目是：投资兴办实业（具体项目另行申报）；数码产品、电子产品及配件、电子数据线、电子元器件、电脑及周边产品、办公用品的购销；计算机软硬件的技术开发、购销；计算机软件的上门维护；计算机周边产品的上门安装及上门维修；电子产品及配件的上门安装；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市科莱达环保设备有限公司,斯米汇,袁道彬,2014-08-27,20万人民币,,,外贸业务员可应届生,5000,10000,5000-10000元/月,招3人,"1-2年,可接收应届生",本科,互联网/电子商务+贸易/进出口+原材料和加工,广东省深圳市光明区公明西田利豪科技园,一般经营项目是：承接照明工程；二类医疗器械产品的销售；国内贸易；货物及技术进出口。，许可经营项目是：粘胶制品、塑料薄膜、光学材料、电子材料、五金配件、电子产品、灯饰及配件、照明产品、安全防护产品的技术研发和生产及销售；
58Job,2021-08-09,50-99人,,深圳市宇灵礼品包装有限公司,宇灵,吕井忠,2011-10-19,500万人民币,,,诚聘外贸业务员,5600,8900,5600-8900元/月,招23人,"经验不限,可接收应届生",大专,其他行业,广东省深圳市龙岗区新生路沿河路2号,一般经营项目是：工艺礼品（象牙及其制品除外）、包装材料、包装制品、办公用品、母婴产品、宠物产品、家居用品、电子产品、数码产品、智能产品、日用百货、工艺品（象牙及其制品除外）、钟表、眼镜、化妆品、纺织品及配件、箱包及配件、时尚配饰、服装、假发、美发产品、口罩、防护服、手套、洗手液、酒精，湿纸巾、防护面罩、护目镜、额温枪的设计、研发、购销（需取得二类医疗器械经营备案后方可经营）；国内贸易（法律、行政法规、国务院决定禁止和规定在登记前须经批准的项目除外）；货物及技术进出口。，许可经营项目是：包装袋和包装饰品的生产加工；
58Job,2021-08-09,1-49人,,深圳市鸿联兴电子有限公司,富明虹,周双双,2015-08-13,100万人民币,,,诚聘外贸业务员包吃住,6000,8000,6000-8000元/月,招5人,经验不限,学历不限,贸易/进出口+电子技术/半导体/集成电路,深圳宝安沙井万科翡丽郡四期B座2704,一般经营项目是：电子产品、服装、五金、塑胶、接插件、电线、电缆、仪器仪表（不含计量器具）、模具机械、高低压电器及电子配件的研发与销售；国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在经营前须经批准的项目除外），许可经营项目是：连接器、塑胶制品、五金制品的生产与销售；高清视频HDMI连接器、网络接口RJ连接器、耳机座、DC电源座、锂电池座、开关、按键等五金塑胶电子元件的开发与生产。
58Job,2021-08-09,50-99人,,深圳市乔纳斯电子科技有限公司,乔纳斯,郭耸林,2014-09-20,100万人民币,,,外贸专员6000元起,5000,10000,5000-10000元/月,招6人,"1年以下,可接收应届生",大专,互联网/电子商务,深圳龙岗区龙岗区龙城街道龙平西路4号志达工业园1栋5楼,一般经营项目是：计算机系统集成；经营电子商务。，许可经营项目是：汽车车载用品、电子产品、安防监控设备及周边产品的技术开发、购销、生产与加工；
58Job,2021-08-09,1-49人,,广东海清新环保科技有限公司深圳分公司,,张晓美,2020-01-06,""",",,,外贸销售+五险+双休,6000,12000,6000-12000元/月,招2人,1-2年,大专,其他行业,深圳宝安石岩塘头社区中运泰工业园9栋6层,一般经营项目是：空气净化器、电器产品、水处理设备、模具、扫地机器人、智能控制器、电子产品、电子元器件、电子按摩器，美容美妆及皮肤护理仪器的销售、研发：；各种机械电子器具及其控制器的软硬件设计、开发、技术服务及销售；水处理设备的技术咨询与维修、技术开发及技术转让；网络科技开发（不含互联网上网服务）；机械设备、电子产品、皮具、纺织品、建材、模具的销售；货物进出口、技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：空气净化器、电器产品、水处理设备、模具、扫地机器人、智能控制器、电子产品、电子元器件、电子按摩器，美容美妆及皮肤护理仪器的生产；预包装食品（不含冷藏冷冻食品）、保健食品的销售。
58Job,2021-08-09,1-49人,,深圳市伟力创实业有限公司,伟力创,高金花,2019-04-29,50万人民币,,,外贸专员,10000,15000,10000-15000元/月,招4人,1年以下,大专,原材料和加工,深圳宝安区松岗街道艺展四路8号满京华盈硕商务大厦1109,一般经营项目是：五金制品、五金零配件、注塑制品、钣金制品、自动化产品、电子产品、模具的研发与销售；国内贸易；货物及技术进出口。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市精诚致远科技有限公司,精诚致远科技,罗艳萍,2016-06-12,100万人民币,,,外贸业务员,,,薪资面议,招若干,经验不限,大专,电子技术/半导体/集成电路,深圳宝安新安35区塘坊花园一巷,一般经营项目是：电子产品、安防监控产品、数码产品、智能家居用品、LED产品、移动电源、通讯产品、五金配件、工艺礼品、珠宝首饰，服饰鞋帽、箱包、 SMT设备及配件、手机和电脑周边产品的研发与销售，国内贸易，货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市宝安区优牌优品化妆品店,杜科实业,王利聪,2016-12-16,50万人民币,,,沙井急聘外贸专员/助理,5000,10000,5000-10000元/月,招3人,经验不限,大专,贸易/进出口+陶瓷卫浴+批发/零售,深圳宝安沙井步涌大润科技大厦8411,一般经营项目是：经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；家居用品、水暖卫浴、五金制品、家居建材产品、五金工具、电子产品、家电用品、休闲运动产品、景观工艺品、计算机数码产品及其周边配件的研发与销售；陶瓷制品、机电设备及配件、机械产品、电工器材、塑胶产品的设计与销售；日用口罩、医用口罩、医用酒精、防护镜、防护服、橡胶手套、体温计、额温枪、消毒液、喷雾器具、洗手液的销售；二类医疗器械的销售；经济信息咨询（不含信托、证券、期货、保险及它金融业务）；国内贸易，货物及货物进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
